age,gender,caste_category,region,income_bracket,health_score,access_to_hospital
99,1,0,1,2,0.22,TRUE
66,1,1,0,2,0.64,TRUE
64,1,1,0,1,0.13,TRUE
23,0,0,0,1,0.28,TRUE
4,2,1,1,1,0.22,TRUE
43,0,1,1,1,0.3,FALSE
67,2,1,1,1,0.14,TRUE
73,1,1,1,1,0.35,FALSE
83,0,1,1,1,0.08,TRUE
2,0,2,1,2,0.09,FALSE
19,0,0,1,2,0.34,TRUE
1,1,1,1,1,0.38,FALSE
71,1,0,0,0,0.4,TRUE
74,1,1,0,1,0.23,FALSE
69,0,2,1,2,0.14,TRUE
7,1,2,0,2,0.05,TRUE
54,0,1,1,1,0.36,TRUE
38,1,0,0,0,0.1,TRUE
10,0,0,0,2,0.04,TRUE
24,1,1,1,1,0.38,FALSE
6,1,1,0,1,0.11,TRUE
39,1,0,1,1,0.56,TRUE
7,1,2,1,1,0.13,TRUE
94,1,2,0,2,0.24,TRUE
48,1,1,1,1,0.38,TRUE
91,0,1,1,1,0.54,TRUE
33,1,0,1,2,0.08,FALSE
67,1,0,1,2,0.15,TRUE
58,0,0,0,0,0.41,TRUE
39,0,1,0,1,0.29,TRUE
64,1,3,1,0,0.17,TRUE
4,1,1,1,1,0.19,FALSE
37,0,1,0,1,0.36,TRUE
69,1,0,1,1,0.43,FALSE
31,1,2,0,1,0.08,TRUE
40,0,1,1,1,0.37,TRUE
45,0,1,1,2,0.23,TRUE
86,0,1,1,1,0.19,TRUE
41,1,1,1,2,0.18,TRUE
72,1,1,1,2,0.14,TRUE
32,1,0,0,1,0.45,FALSE
80,1,3,0,1,0.24,TRUE
14,1,2,1,2,0.24,TRUE
48,0,0,1,2,0.04,TRUE
45,0,1,1,1,0.13,FALSE
70,0,1,1,1,0.31,TRUE
15,0,2,0,2,0.27,TRUE
11,0,1,1,2,0.22,TRUE
90,2,3,0,2,0.12,FALSE
85,1,3,1,1,0.44,FALSE
17,1,0,1,1,0.11,FALSE
27,0,1,1,1,0.24,TRUE
31,2,0,1,2,0.13,TRUE
78,1,1,0,1,0.11,FALSE
33,1,1,0,1,0.08,TRUE
2,0,0,1,2,0.68,TRUE
23,1,2,0,1,0.07,FALSE
62,1,1,0,2,0.43,FALSE
54,0,0,0,1,0.13,TRUE
37,1,1,1,1,0.19,TRUE
90,0,1,1,1,0.11,TRUE
2,0,2,0,2,0.04,TRUE
36,0,0,0,2,0.28,FALSE
91,0,1,0,1,0.35,TRUE
13,0,2,0,1,0.13,FALSE
4,0,0,1,0,0.4,FALSE
88,0,0,1,2,0.32,TRUE
88,1,0,1,1,0.15,TRUE
11,1,2,0,2,0.14,TRUE
40,0,2,0,2,0.16,FALSE
17,1,0,1,2,0.48,TRUE
39,0,1,1,1,0.46,TRUE
87,0,0,1,2,0.23,TRUE
39,1,0,0,1,0.17,TRUE
69,0,2,0,0,0.19,TRUE
30,2,3,0,1,0.02,FALSE
71,0,1,0,2,0.11,TRUE
62,1,3,0,0,0.55,TRUE
64,0,1,0,2,0.25,TRUE
46,1,2,1,2,0.2,TRUE
55,1,1,0,2,0.19,TRUE
61,0,1,0,1,0.48,FALSE
2,1,1,1,2,0.37,FALSE
64,1,2,1,1,0.47,FALSE
30,1,1,1,0,0.17,TRUE
42,0,1,1,2,0.15,TRUE
93,0,1,1,0,0.19,FALSE
46,0,3,1,0,0.73,TRUE
79,1,2,1,1,0.24,TRUE
11,0,1,1,1,0.24,TRUE
71,0,2,1,2,0.5,FALSE
19,0,0,1,1,0.17,TRUE
94,1,1,0,1,0.24,TRUE
57,1,0,1,1,0.08,TRUE
64,2,3,1,2,0.07,TRUE
38,0,0,0,0,0.38,TRUE
7,1,3,1,2,0.57,TRUE
36,0,3,1,1,0.22,TRUE
14,1,0,0,1,0.49,TRUE
88,1,3,1,1,0.03,FALSE
69,1,1,1,2,0.21,TRUE
75,1,3,1,1,0.09,TRUE
39,2,1,1,1,0.45,TRUE
27,1,1,0,1,0.06,TRUE
26,1,2,0,2,0.3,TRUE
80,1,0,0,2,0.23,FALSE
73,1,3,1,2,0.61,TRUE
72,1,2,1,1,0.25,FALSE
31,0,0,0,1,0.04,TRUE
14,1,0,1,1,0.12,TRUE
60,1,2,0,1,0.24,TRUE
8,1,1,0,1,0.41,TRUE
38,0,0,1,1,0.18,TRUE
43,1,2,0,2,0.07,TRUE
93,0,3,0,2,0.37,FALSE
32,1,1,1,1,0.04,FALSE
84,1,0,1,1,0.29,TRUE
45,0,2,0,2,0.29,TRUE
86,0,1,0,1,0.38,TRUE
86,1,3,1,1,0.46,TRUE
59,1,1,0,1,0.33,TRUE
1,0,1,1,1,0.48,FALSE
33,1,3,1,1,0.07,FALSE
31,1,2,1,1,0.2,TRUE
79,1,1,1,1,0.13,TRUE
6,1,0,1,2,0.2,TRUE
33,0,2,1,1,0.09,TRUE
70,0,2,1,1,0.06,TRUE
75,1,0,1,2,0.14,TRUE
47,0,2,1,0,0.33,FALSE
86,1,2,1,2,0.39,TRUE
18,1,0,0,0,0.27,FALSE
74,0,2,1,1,0.07,TRUE
63,1,1,0,1,0.26,FALSE
92,2,0,1,2,0.34,TRUE
42,0,1,1,2,0.2,FALSE
90,0,1,1,1,0.37,TRUE
82,1,1,0,1,0.29,TRUE
8,1,2,1,1,0.24,FALSE
6,0,1,0,2,0.32,TRUE
90,1,0,1,1,0.05,TRUE
47,1,1,1,1,0.63,TRUE
31,0,1,1,1,0.76,TRUE
97,0,0,0,1,0.29,FALSE
93,1,1,1,1,0.64,TRUE
83,0,2,1,2,0.51,TRUE
27,0,0,0,1,0.21,TRUE
59,0,0,1,1,0.35,TRUE
82,1,3,0,1,0.17,TRUE
4,1,1,0,0,0.23,FALSE
87,1,2,1,2,0.5,FALSE
8,1,1,1,1,0.12,FALSE
24,0,0,1,1,0.19,TRUE
5,2,0,0,1,0.22,TRUE
48,1,2,1,1,0.63,FALSE
75,1,1,1,1,0.32,TRUE
14,1,3,1,1,0.17,TRUE
11,1,3,0,1,0.15,TRUE
77,0,0,1,1,0.16,TRUE
22,1,1,0,1,0.38,TRUE
14,1,0,0,0,0.48,FALSE
20,0,1,0,1,0.25,TRUE
1,1,1,0,0,0.08,TRUE
21,0,1,1,1,0.19,TRUE
51,0,2,1,1,0.43,TRUE
89,1,2,0,0,0.13,FALSE
92,0,1,0,2,0.24,FALSE
96,0,1,1,1,0.5,FALSE
56,1,3,1,2,0.17,TRUE
36,1,0,1,0,0.21,FALSE
2,0,1,1,0,0.33,TRUE
40,0,0,1,1,0.42,TRUE
29,0,0,0,1,0.21,FALSE
48,1,1,1,2,0.34,FALSE
16,1,0,1,1,0.61,FALSE
91,0,3,0,2,0.62,TRUE
73,1,1,1,2,0.13,FALSE
5,0,1,1,1,0.3,TRUE
57,1,1,1,2,0.1,FALSE
13,1,0,1,2,0.4,FALSE
89,1,3,0,2,0.67,TRUE
5,1,1,0,0,0.29,TRUE
9,1,0,0,1,0.52,TRUE
49,0,1,1,2,0.46,TRUE
19,1,0,1,2,0.41,FALSE
5,0,2,1,2,0.24,TRUE
96,1,1,0,1,0.04,TRUE
8,1,1,0,0,0.2,TRUE
19,0,1,1,2,0.1,TRUE
3,1,2,0,2,0.06,FALSE
23,1,1,0,2,0.08,TRUE
43,0,1,0,1,0.33,TRUE
10,0,1,0,1,0.61,TRUE
84,0,1,1,1,0.06,TRUE
21,0,2,0,1,0.42,FALSE
19,0,1,0,1,0.27,TRUE
78,0,1,0,1,0.14,TRUE
66,1,0,1,1,0.31,TRUE
96,1,2,1,2,0.1,TRUE
26,0,1,1,1,0.27,TRUE
37,1,2,1,1,0.32,TRUE
40,0,1,1,0,0.27,TRUE
92,0,1,0,1,0.28,TRUE
24,1,2,1,0,0.27,FALSE
18,0,0,0,2,0.12,TRUE
17,0,1,1,2,0.43,TRUE
43,1,3,0,2,0.36,TRUE
37,1,2,1,1,0.54,FALSE
19,0,2,0,1,0.44,TRUE
77,0,1,1,1,0.33,TRUE
20,0,0,1,2,0.15,TRUE
81,1,3,0,1,0.11,FALSE
27,1,3,1,1,0.52,TRUE
4,0,1,0,1,0.05,FALSE
31,0,1,0,1,0.26,TRUE
60,1,1,0,1,0.23,TRUE
90,1,1,1,1,0.12,TRUE
37,1,0,0,0,0.36,TRUE
65,0,3,1,2,0.39,TRUE
12,1,2,1,2,0.11,TRUE
42,1,0,0,1,0.27,FALSE
80,0,1,0,2,0.38,FALSE
98,1,1,0,1,0.33,TRUE
88,0,1,1,0,0.61,TRUE
41,0,1,1,1,0.28,FALSE
24,1,1,0,1,0.17,FALSE
37,1,1,0,1,0.52,TRUE
43,1,2,1,2,0.27,TRUE
68,1,0,0,2,0.2,TRUE
8,1,0,1,1,0.19,TRUE
80,1,1,0,2,0.21,TRUE
9,1,1,0,1,0.15,TRUE
88,0,1,0,2,0.54,TRUE
39,0,0,1,1,0.27,FALSE
1,0,0,1,2,0.33,TRUE
3,0,2,1,0,0.18,TRUE
9,0,1,1,1,0.1,TRUE
48,1,0,1,1,0.45,TRUE
53,0,3,0,0,0.08,TRUE
47,0,3,1,2,0.3,TRUE
47,1,0,1,1,0.15,TRUE
63,1,2,0,2,0.24,TRUE
11,0,1,0,2,0.25,TRUE
49,0,0,0,2,0.6,TRUE
41,0,1,1,0,0.24,TRUE
55,1,3,1,1,0.18,TRUE
3,0,1,1,2,0.22,FALSE
98,1,0,0,2,0.29,TRUE
99,1,1,0,2,0.63,TRUE
80,0,1,0,0,0.02,TRUE
14,0,0,1,2,0.04,FALSE
67,1,2,0,2,0.09,TRUE
6,1,1,1,2,0.41,TRUE
16,1,3,1,2,0.66,TRUE
52,1,1,1,0,0.14,TRUE
32,1,1,1,1,0.26,FALSE
34,0,2,1,2,0.17,TRUE
96,1,0,0,1,0.48,FALSE
97,2,1,0,1,0.37,TRUE
77,0,1,1,2,0.45,TRUE
92,1,1,1,2,0.24,TRUE
18,0,0,0,0,0.47,TRUE
53,1,0,1,2,0.64,TRUE
37,0,2,1,1,0.2,TRUE
88,0,1,1,1,0.26,TRUE
1,0,0,1,1,0.4,TRUE
29,0,1,1,1,0.16,TRUE
91,1,0,1,2,0.25,FALSE
14,1,1,1,1,0.11,FALSE
24,0,2,1,1,0.2,TRUE
79,1,1,1,2,0.21,TRUE
74,0,0,1,1,0.1,TRUE
24,1,2,1,1,0.47,TRUE
16,1,0,1,1,0.25,TRUE
95,1,1,1,1,0.05,TRUE
29,1,0,1,1,0.32,TRUE
9,0,3,0,1,0.3,TRUE
36,1,1,1,1,0.06,FALSE
75,0,0,0,1,0.34,FALSE
19,0,1,0,2,0.39,FALSE
16,0,0,1,0,0.66,FALSE
9,1,2,1,2,0.33,TRUE
44,1,0,1,1,0.52,TRUE
53,0,1,1,1,0.08,TRUE
91,1,2,1,2,0.24,FALSE
98,1,0,1,1,0.25,TRUE
75,0,0,1,0,0.1,TRUE
83,0,1,1,1,0.64,TRUE
72,0,1,1,1,0.21,TRUE
43,0,0,0,1,0.28,FALSE
84,0,1,0,2,0.29,TRUE
41,0,1,0,1,0.11,TRUE
11,1,3,0,1,0.7,FALSE
13,1,1,1,2,0.39,TRUE
81,1,1,1,1,0.28,FALSE
43,1,2,1,2,0.39,TRUE
43,1,1,1,2,0.14,TRUE
87,1,1,1,2,0.42,TRUE
54,0,1,1,0,0.35,FALSE
50,0,0,1,2,0.27,FALSE
12,0,3,1,1,0.34,TRUE
73,1,0,1,1,0.23,TRUE
91,0,3,0,2,0.39,TRUE
89,1,3,1,1,0.11,FALSE
87,1,2,1,2,0.12,FALSE
55,0,0,0,1,0.46,TRUE
39,0,1,1,2,0.14,TRUE
9,1,1,0,1,0.26,TRUE
89,1,0,1,1,0.48,TRUE
89,1,1,1,1,0.19,FALSE
10,0,0,0,2,0.3,TRUE
15,1,1,1,2,0.21,TRUE
37,2,1,1,1,0.03,TRUE
51,0,3,1,1,0.28,TRUE
3,1,1,0,2,0.47,TRUE
24,0,1,1,2,0.3,TRUE
88,2,1,1,1,0.27,TRUE
9,1,0,0,1,0.6,TRUE
33,1,2,1,1,0.48,FALSE
14,0,3,1,1,0.55,TRUE
3,1,0,0,1,0.41,TRUE
56,2,0,0,1,0.2,FALSE
70,0,0,1,0,0.38,TRUE
80,1,3,0,1,0.77,TRUE
35,1,0,1,1,0.29,TRUE
17,1,0,1,0,0.42,TRUE
69,0,1,1,0,0.09,TRUE
62,0,0,1,2,0.13,TRUE
86,0,3,1,1,0.27,TRUE
16,2,2,1,1,0.03,FALSE
13,1,0,1,2,0.6,FALSE
12,0,1,1,2,0.13,TRUE
74,1,2,0,2,0.22,TRUE
10,0,0,1,2,0.33,TRUE
52,1,1,0,2,0.4,TRUE
78,1,1,1,0,0.53,FALSE
97,0,3,0,1,0.29,TRUE
39,0,1,1,1,0.3,TRUE
41,1,0,0,1,0.25,FALSE
28,1,1,1,1,0.37,TRUE
86,2,0,1,1,0.16,TRUE
82,1,2,1,1,0.04,TRUE
79,1,1,1,2,0.15,TRUE
17,1,1,1,1,0.24,TRUE
2,0,2,1,0,0.68,TRUE
73,1,1,1,0,0.24,TRUE
77,1,0,1,1,0.49,TRUE
85,0,1,0,2,0.47,TRUE
78,0,0,0,1,0.17,TRUE
15,0,1,1,1,0.17,FALSE
66,0,1,1,1,0.81,TRUE
91,1,2,0,1,0.36,TRUE
34,1,1,0,0,0.24,TRUE
85,1,2,0,0,0.3,FALSE
37,0,1,1,1,0.47,FALSE
48,0,0,0,1,0.16,TRUE
13,0,0,0,1,0.29,FALSE
42,2,1,1,1,0.35,TRUE
7,1,0,0,2,0.01,FALSE
35,1,2,0,2,0.32,TRUE
88,0,0,0,2,0.51,TRUE
61,2,1,0,1,0.07,TRUE
55,0,1,1,1,0.2,FALSE
65,0,1,1,2,0.14,TRUE
85,0,0,1,1,0.38,FALSE
84,0,1,1,2,0.47,TRUE
19,1,2,1,1,0.14,TRUE
21,1,2,0,1,0.13,FALSE
61,0,3,1,2,0.29,TRUE
18,1,0,1,1,0.08,FALSE
89,0,3,0,2,0.15,TRUE
20,0,1,0,1,0.46,FALSE
62,0,0,0,1,0.33,TRUE
31,0,1,1,1,0.39,TRUE
21,1,0,1,0,0.25,TRUE
48,0,0,1,2,0.27,FALSE
80,0,1,1,1,0.04,TRUE
7,1,1,1,1,0.16,TRUE
41,0,0,1,2,0.18,TRUE
32,1,0,1,1,0.07,FALSE
7,1,1,0,1,0.19,TRUE
40,1,2,1,1,0.16,FALSE
76,1,0,1,1,0.22,TRUE
52,1,0,0,1,0.48,TRUE
98,0,1,1,1,0.25,TRUE
58,1,0,1,2,0.08,TRUE
82,0,0,1,1,0.09,TRUE
77,1,1,1,0,0.12,TRUE
1,0,1,1,2,0.29,TRUE
56,1,2,1,1,0.39,TRUE
34,0,1,0,2,0.35,TRUE
65,0,1,0,1,0.62,FALSE
89,1,1,0,0,0.26,TRUE
54,1,1,1,1,0.28,TRUE
9,1,2,1,1,0.28,FALSE
60,1,1,0,2,0.33,FALSE
21,1,0,0,0,0.19,FALSE
71,1,3,1,2,0.58,TRUE
83,0,0,0,2,0.15,FALSE
95,0,0,0,1,0.39,TRUE
33,1,1,1,1,0.09,TRUE
28,1,1,1,2,0.47,TRUE
50,1,0,0,0,0.1,FALSE
21,0,0,1,1,0.65,FALSE
55,0,3,1,0,0.02,TRUE
38,1,0,1,2,0.34,TRUE
3,1,3,0,2,0.44,TRUE
85,0,1,1,1,0.54,FALSE
11,0,0,0,1,0.34,TRUE
53,2,1,1,0,0.73,TRUE
91,0,0,1,1,0.23,TRUE
35,1,0,1,2,0.4,TRUE
85,0,1,1,1,0.06,TRUE
31,1,1,1,2,0.27,FALSE
8,0,2,0,2,0.17,TRUE
32,1,1,0,1,0.28,FALSE
23,1,0,0,1,0.27,TRUE
3,1,0,0,2,0.16,TRUE
10,0,1,1,0,0.3,FALSE
57,0,3,1,1,0.31,TRUE
23,1,1,0,2,0.27,FALSE
39,1,1,0,0,0.21,TRUE
69,0,0,1,1,0.04,TRUE
43,0,1,1,1,0.14,FALSE
40,1,1,0,0,0.49,TRUE
67,2,2,1,0,0.38,TRUE
38,0,0,1,1,0.25,TRUE
49,2,0,0,1,0.26,TRUE
44,1,2,1,0,0.42,TRUE
4,0,3,1,1,0.33,TRUE
56,1,2,1,2,0.17,TRUE
11,0,1,0,1,0.29,TRUE
11,1,0,1,2,0.06,TRUE
59,1,2,0,2,0.11,FALSE
48,1,2,1,2,0.66,FALSE
19,0,3,1,2,0.44,TRUE
4,0,1,1,1,0.11,TRUE
96,1,1,1,1,0.31,TRUE
31,1,0,0,2,0.3,TRUE
36,0,3,1,2,0.06,TRUE
51,0,1,0,2,0.41,TRUE
82,1,2,1,2,0.26,TRUE
50,1,1,1,1,0.22,TRUE
55,1,2,0,2,0.51,TRUE
97,1,0,1,1,0.28,FALSE
3,1,1,0,2,0.33,TRUE
70,1,1,0,2,0.03,TRUE
10,0,1,0,2,0.5,TRUE
83,0,0,1,1,0.14,TRUE
1,1,2,0,1,0.29,TRUE
45,0,2,0,2,0.53,TRUE
99,0,0,1,1,0.37,FALSE
77,0,0,1,1,0.3,TRUE
52,1,1,1,1,0.22,TRUE
33,0,1,0,2,0.13,TRUE
84,0,0,1,1,0.04,TRUE
73,0,1,0,1,0.53,TRUE
74,1,0,1,1,0.19,TRUE
98,1,2,0,2,0.46,FALSE
83,0,1,1,0,0.37,TRUE
15,0,1,0,0,0.12,TRUE
24,0,0,0,1,0.25,TRUE
62,1,1,1,1,0.03,TRUE
85,1,2,0,2,0.22,TRUE
33,1,0,1,2,0.13,TRUE
95,1,3,1,1,0.3,TRUE
63,0,0,1,1,0.52,TRUE
22,0,0,1,1,0.51,TRUE
27,1,0,1,2,0.33,FALSE
19,2,0,0,2,0.2,TRUE
11,2,3,0,2,0.46,TRUE
13,1,0,1,0,0.24,TRUE
71,1,2,1,2,0.21,FALSE
91,0,1,1,1,0.18,FALSE
24,2,0,1,2,0.18,TRUE
46,1,1,0,1,0.22,TRUE
25,1,0,1,1,0.77,TRUE
87,1,1,1,2,0.46,TRUE
51,0,0,0,1,0.34,TRUE
63,1,1,1,1,0.29,TRUE
37,1,0,0,1,0.12,FALSE
22,1,3,1,0,0.16,TRUE
22,1,0,0,1,0.14,TRUE
3,1,1,1,2,0.49,TRUE
75,0,0,1,2,0.39,FALSE
53,1,0,0,1,0.04,FALSE
24,0,0,0,1,0.15,TRUE
89,0,2,1,1,0.18,TRUE
82,1,1,0,1,0.13,TRUE
50,2,0,0,0,0.07,TRUE
48,1,0,1,1,0.34,TRUE
51,0,2,0,0,0.18,TRUE
28,1,1,0,1,0.16,FALSE
39,0,0,0,1,0.42,TRUE
74,0,2,1,2,0.16,FALSE
98,0,1,1,2,0.57,TRUE
90,1,1,1,1,0.23,TRUE
88,1,2,1,1,0.33,TRUE
20,1,3,1,1,0.04,TRUE
97,0,1,0,1,0.08,TRUE
36,1,1,1,1,0.3,FALSE
23,1,3,1,1,0.4,FALSE
25,1,1,0,1,0.23,TRUE
8,1,3,1,1,0.16,FALSE
54,0,2,1,1,0.44,FALSE
6,1,1,1,1,0.25,TRUE
96,0,0,1,1,0.32,TRUE
57,0,1,1,1,0.4,TRUE
72,1,0,1,2,0.48,TRUE
33,0,0,1,2,0.09,FALSE
66,0,2,0,1,0.27,FALSE
56,1,0,1,1,0.21,TRUE
67,1,3,1,2,0.15,TRUE
2,2,0,1,2,0.09,TRUE
74,1,1,0,1,0.38,FALSE
69,1,0,1,1,0.25,TRUE
46,0,1,1,1,0.45,TRUE
33,1,1,0,1,0.19,TRUE
47,0,3,1,1,0.04,FALSE
58,1,3,1,0,0.58,TRUE
86,0,0,1,2,0.64,FALSE
68,1,1,1,2,0.3,FALSE
19,1,0,0,1,0.27,TRUE
74,0,0,0,1,0.28,TRUE
3,1,2,0,1,0.08,TRUE
8,0,1,0,2,0.47,TRUE
82,0,3,0,2,0.05,TRUE
2,1,2,0,2,0.56,TRUE
74,1,1,1,1,0.28,TRUE
84,1,0,0,1,0.18,FALSE
94,0,0,1,2,0.53,TRUE
7,1,1,1,1,0.5,TRUE
89,1,2,0,1,0.41,TRUE
14,1,1,0,2,0.32,FALSE
74,1,2,1,1,0.13,TRUE
14,1,1,0,2,0.17,TRUE
33,0,3,1,2,0.35,FALSE
73,1,2,1,0,0.27,TRUE
19,0,1,1,2,0.13,FALSE
21,0,2,0,1,0.16,FALSE
54,0,1,1,1,0.16,TRUE
60,1,0,1,1,0.25,TRUE
31,0,2,1,1,0.39,TRUE
3,1,1,0,0,0.6,TRUE
68,1,1,1,0,0.17,TRUE
32,2,0,1,1,0.39,TRUE
47,1,0,1,1,0.19,TRUE
51,1,3,1,1,0.51,TRUE
77,1,2,0,2,0.46,TRUE
82,1,1,0,1,0.14,TRUE
74,1,1,1,1,0.09,TRUE
17,1,2,1,1,0.27,FALSE
24,0,3,1,1,0.13,TRUE
83,0,2,1,2,0.23,FALSE
52,0,1,0,2,0.09,TRUE
63,1,3,1,1,0.41,TRUE
33,0,2,1,1,0.15,TRUE
6,1,0,1,1,0.27,TRUE
54,1,0,1,2,0.13,TRUE
52,0,2,0,2,0.28,FALSE
98,1,2,1,1,0.25,FALSE
40,0,1,1,0,0.16,FALSE
49,0,2,1,2,0.26,TRUE
36,1,2,1,2,0.1,FALSE
19,1,1,1,1,0.31,TRUE
36,0,1,1,2,0.13,TRUE
1,0,0,0,1,0.44,TRUE
43,0,3,1,2,0.31,TRUE
77,1,0,1,0,0.14,FALSE
25,1,0,1,0,0.26,FALSE
76,0,0,0,2,0.33,TRUE
29,1,1,1,0,0.35,TRUE
91,0,0,1,2,0.31,FALSE
90,1,2,1,0,0.13,TRUE
72,0,0,1,1,0.23,TRUE
24,1,3,1,2,0.15,TRUE
20,1,2,1,1,0.26,TRUE
47,0,0,0,1,0.18,FALSE
84,0,1,1,2,0.21,TRUE
65,1,0,1,1,0.42,TRUE
88,0,0,1,0,0.45,TRUE
57,0,1,0,1,0.32,TRUE
24,0,0,1,2,0.19,FALSE
87,0,1,0,1,0.56,FALSE
61,0,0,1,1,0.3,TRUE
98,1,1,1,1,0.11,FALSE
73,1,0,1,2,0.3,FALSE
96,0,0,1,1,0.25,TRUE
60,0,0,1,2,0.12,TRUE
3,0,1,1,2,0.19,TRUE
97,0,0,0,1,0.32,TRUE
77,0,1,1,1,0.33,FALSE
9,1,0,0,2,0.17,TRUE
1,1,1,1,1,0.15,TRUE
13,0,0,1,1,0.15,TRUE
21,1,0,1,2,0.51,TRUE
75,0,3,1,1,0.18,FALSE
37,1,1,1,2,0.05,TRUE
77,0,1,0,2,0.35,TRUE
34,0,3,1,1,0.29,FALSE
65,0,2,0,2,0.58,TRUE
53,0,1,0,1,0.31,TRUE
69,0,0,1,2,0.17,TRUE
19,1,1,1,1,0.21,TRUE
85,1,2,0,1,0.37,FALSE
96,0,2,0,2,0.28,FALSE
59,1,2,0,2,0.39,FALSE
5,0,0,1,1,0.03,TRUE
4,1,0,1,2,0.19,FALSE
64,0,1,1,2,0.55,FALSE
98,0,1,0,1,0.13,FALSE
63,1,1,0,0,0.05,TRUE
66,1,3,0,1,0.03,FALSE
59,0,1,1,0,0.02,TRUE
68,0,2,1,2,0.33,TRUE
23,0,1,0,2,0.24,TRUE
79,0,1,1,1,0.39,TRUE
35,0,3,0,2,0.68,TRUE
54,1,0,1,1,0.53,TRUE
66,1,1,1,2,0.19,FALSE
93,1,2,1,1,0.35,TRUE
78,0,1,1,2,0.08,FALSE
86,2,1,0,1,0.09,TRUE
63,0,0,1,2,0.47,TRUE
23,0,1,1,1,0.23,TRUE
51,1,1,1,1,0.26,FALSE
24,1,1,1,1,0.17,FALSE
20,1,0,1,2,0.22,TRUE
30,0,2,1,1,0.07,FALSE
83,1,1,1,2,0.46,TRUE
67,0,0,0,1,0.35,TRUE
98,1,1,1,2,0.59,TRUE
12,0,1,0,2,0.41,TRUE
34,0,0,1,2,0.14,TRUE
5,1,1,0,2,0.21,FALSE
47,0,1,1,0,0.13,TRUE
7,0,0,1,2,0.11,TRUE
79,1,1,1,2,0.07,FALSE
58,1,2,1,0,0.47,TRUE
53,1,0,1,2,0.45,FALSE
89,0,2,1,0,0.51,TRUE
82,0,2,1,2,0.36,FALSE
88,0,2,1,0,0.24,TRUE
88,0,1,1,1,0.63,TRUE
95,1,1,0,2,0.75,TRUE
10,1,1,1,1,0.1,TRUE
4,1,2,1,2,0.15,TRUE
62,0,0,1,1,0.1,TRUE
71,1,3,1,1,0.32,TRUE
54,1,0,0,1,0.38,TRUE
90,1,0,1,1,0.17,TRUE
69,0,1,0,2,0.44,TRUE
94,2,3,1,1,0.5,TRUE
67,0,2,1,0,0.06,TRUE
64,2,0,1,1,0.28,TRUE
72,0,3,1,1,0.26,FALSE
51,2,3,0,2,0.35,FALSE
20,1,1,0,0,0.07,FALSE
32,0,0,0,1,0.12,TRUE
17,0,1,1,1,0.14,TRUE
38,0,1,1,1,0.35,TRUE
88,0,1,1,2,0.09,TRUE
57,0,1,1,0,0.18,FALSE
25,1,0,1,2,0.23,FALSE
54,0,0,1,1,0.12,TRUE
40,1,3,0,1,0.31,TRUE
75,1,0,0,0,0.21,FALSE
90,0,1,0,1,0.03,TRUE
9,2,3,1,0,0.53,TRUE
4,1,2,1,2,0.34,TRUE
24,2,1,1,0,0.52,FALSE
12,0,0,0,2,0.38,FALSE
41,1,2,1,1,0.38,FALSE
96,1,2,0,1,0.16,TRUE
7,0,0,1,1,0.12,FALSE
48,1,2,0,1,0.46,TRUE
23,2,0,0,1,0.28,FALSE
80,1,2,1,1,0.46,FALSE
4,1,2,1,1,0.35,FALSE
60,0,1,0,1,0.64,FALSE
66,0,0,1,1,0.5,TRUE
97,0,1,1,1,0.16,TRUE
54,1,1,1,1,0.2,FALSE
45,1,2,1,1,0.41,TRUE
56,0,0,1,2,0.26,FALSE
15,1,1,0,1,0.17,FALSE
46,0,2,1,0,0.31,FALSE
19,1,1,0,1,0.41,TRUE
59,0,1,1,2,0.67,TRUE
92,1,0,1,2,0.14,TRUE
27,0,1,1,1,0.2,TRUE
88,0,2,1,2,0.27,TRUE
55,1,1,1,2,0.25,TRUE
55,1,1,1,0,0.36,TRUE
86,1,0,0,0,0.26,TRUE
58,1,1,1,1,0.73,TRUE
51,0,2,1,2,0.46,TRUE
29,0,0,1,1,0.11,TRUE
56,1,0,0,2,0.2,TRUE
95,2,3,0,0,0.26,FALSE
38,1,1,1,1,0.56,TRUE
63,0,2,1,2,0.16,TRUE
99,1,1,0,2,0.23,FALSE
62,0,0,0,0,0.35,TRUE
61,1,0,1,1,0.59,FALSE
51,2,0,1,0,0.37,TRUE
86,1,1,0,2,0.36,FALSE
39,1,1,1,2,0.31,TRUE
84,1,0,0,1,0.43,TRUE
81,0,0,0,1,0.56,TRUE
87,1,2,1,1,0.27,FALSE
84,0,1,0,1,0.11,TRUE
54,0,1,1,1,0.15,FALSE
36,0,0,1,1,0.6,FALSE
19,1,1,0,2,0.38,TRUE
68,1,3,1,1,0.24,TRUE
23,0,1,1,1,0.12,TRUE
75,0,0,1,1,0.55,FALSE
61,0,2,1,1,0.31,FALSE
1,0,0,0,1,0.33,TRUE
3,1,2,0,2,0.26,TRUE
48,1,2,0,2,0.26,FALSE
83,0,2,0,2,0.11,TRUE
71,0,0,0,2,0.42,TRUE
47,0,0,0,2,0.4,TRUE
17,0,1,1,1,0.85,TRUE
10,1,1,1,1,0.02,FALSE
62,1,3,0,2,0.3,TRUE
36,1,1,1,0,0.11,TRUE
38,1,3,0,1,0.45,FALSE
41,1,1,1,2,0.26,TRUE
43,1,3,0,1,0.09,TRUE
71,1,2,0,1,0.28,TRUE
73,0,1,0,1,0.69,TRUE
62,1,1,0,2,0.37,FALSE
